POZO,TOPE FM,Depth (feet),Depth [TVD],Depth [TVDSS],Depth [X Absolute],Depth [Y Absolute],colors,Depth (mt),top_Depth (mt),lon,lat
LLAN-14,YNC-FM_MUGROSA,5291.0,5291.0,-5044.5,1026458.854,1283620.274,#FED99A,1612.6968000000002,837.8952,-73.83796865094496,7.160838874788502
LLAN-14,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5365.0,5365.0,-5118.5,1026458.854,1283620.274,#FED99A,1635.2520000000002,1612.6968000000002,-73.83796865094496,7.160838874788502
LLAN-14,YNC-FM_ESMERALDA-LA_PAZ,7211.0,7211.0,-6964.5,1026458.854,1283620.274,#FDCDA1,2197.9128,1635.2520000000002,-73.83796865094496,7.160838874788502
LLAN-14,YNC-DISCORDANCIA_DEL_EOCENO,7518.0,7518.0,-7271.5,1026458.854,1283620.274,#FDA75F,2291.4864,2197.9128,-73.83796865094496,7.160838874788502
LLAN-14,YNC-FM_LID_SUP,7521.0,7521.0,-7274.5,1026458.854,1283620.274,#CCE968,2292.4008,2291.4864,-73.83796865094496,7.160838874788502
LLAN-16,YNC-FM_COLORADO,2644.0,2644.0,-2393.4,1027123.023,1283796.76,#FEE6AA,805.8912,0.0,-73.8319549302187,7.162431527355895
LLAN-16,YNC-BASE_LA_CIRA_SHALE,2767.0,2767.0,-2516.4,1027123.023,1283796.76,#FFE619,843.3816,805.8912,-73.8319549302187,7.162431527355895
LLAN-16,YNC-FM_MUGROSA,5399.0,5399.0,-5148.4,1027123.023,1283796.76,#FED99A,1645.6152000000002,843.3816,-73.8319549302187,7.162431527355895
LLAN-16,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5474.0,5474.0,-5223.4,1027123.023,1283796.76,#FED99A,1668.4752,1645.6152000000002,-73.8319549302187,7.162431527355895
LLAN-16,YNC-FM_ESMERALDA-LA_PAZ,7170.0,7170.0,-6919.4,1027123.023,1283796.76,#FDCDA1,2185.416,1668.4752,-73.8319549302187,7.162431527355895
LLAN-16,YNC-DISCORDANCIA_DEL_EOCENO,7694.0,7694.0,-7443.4,1027123.023,1283796.76,#FDA75F,2345.1312000000003,2185.416,-73.8319549302187,7.162431527355895
LLAN-16,YNC-FM_LID_SUP,7695.0,7695.0,-7444.4,1027123.023,1283796.76,#CCE968,2345.436,2345.1312000000003,-73.8319549302187,7.162431527355895
LLAN-6,YNC-FM_COLORADO,3037.0,3037.0,-2759.4,1030265.963,1287634.264,#FEE6AA,925.6776,0.0,-73.80348038035605,7.197114833425492
LLAN-6,YNC-BASE_LA_CIRA_SHALE,3138.0,3138.0,-2860.4,1030265.963,1287634.264,#FFE619,956.4624,925.6776,-73.80348038035605,7.197114833425492
LLAN-6,YNC-FM_MUGROSA,5741.0,5741.0,-5463.4,1030265.963,1287634.264,#FED99A,1749.8568,956.4624,-73.80348038035605,7.197114833425492
LLAN-6,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5790.0,5790.0,-5512.4,1030265.963,1287634.264,#FED99A,1764.792,1749.8568,-73.80348038035605,7.197114833425492
LLAN-6,YNC-FM_ESMERALDA-LA_PAZ,7738.0,7738.0,-7460.4,1030265.963,1287634.264,#FDCDA1,2358.5424000000003,1764.792,-73.80348038035605,7.197114833425492
LLAN-6,YNC-DISCORDANCIA_DEL_EOCENO,8378.0,8378.0,-8100.4,1030265.963,1287634.264,#FDA75F,2553.6144,2358.5424000000003,-73.80348038035605,7.197114833425492
LLAN-6,YNC-FM_LID_SUP,8378.2,8378.2,-8100.5,1030265.963,1287634.264,#CCE968,2553.67536,2553.6144,-73.80348038035605,7.197114833425492
LLAN-79,YNC-FM_COLORADO,2666.0,2666.0,-2365.7,1026197.545,1283234.849,#FEE6AA,812.5968,0.0,-73.84033613922378,7.157355007702476
LLAN-79,YNC-BASE_LA_CIRA_SHALE,2775.0,2775.0,-2474.7,1026197.545,1283234.849,#FFE619,845.82,812.5968,-73.84033613922378,7.157355007702476
LLAN-79,YNC-FM_MUGROSA,5376.0,5376.0,-5075.7,1026197.545,1283234.849,#FED99A,1638.6048,845.82,-73.84033613922378,7.157355007702476
LLAN-79,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5410.0,5410.0,-5109.7,1026197.545,1283234.849,#FED99A,1648.968,1638.6048,-73.84033613922378,7.157355007702476
LLAN-79,YNC-FM_ESMERALDA-LA_PAZ,7361.0,7361.0,-7060.7,1026197.545,1283234.849,#FDCDA1,2243.6328000000003,1648.968,-73.84033613922378,7.157355007702476
LLAN-79,YNC-DISCORDANCIA_DEL_EOCENO,7526.0,7526.0,-7225.7,1026197.545,1283234.849,#FDA75F,2293.9248,2243.6328000000003,-73.84033613922378,7.157355007702476
LLAN-79,YNC-FM_LID_SUP,7526.0,7526.0,-7225.7,1026197.545,1283234.849,#CCE968,2293.9248,2293.9248,-73.84033613922378,7.157355007702476
LLAN-79,YNC-FM_SH_MEDIO,7835.0,7835.0,-7534.7,1026197.545,1283234.849,#CCE968,2388.108,2293.9248,-73.84033613922378,7.157355007702476
LLAN-79,YNC-FM_LID_INF,8100.0,8100.0,-7799.7,1026197.545,1283234.849,#CCE968,2468.88,2388.108,-73.84033613922378,7.157355007702476
LLAN-80,YNC-FM_COLORADO,2694.0,2609.7,-2382.8,1027351.414,1283426.11,#FEE6AA,821.1312,0.0,-73.82988905779607,7.159078928226287
LLAN-80,YNC-BASE_LA_CIRA_SHALE,2843.0,2753.1,-2526.2,1027339.111,1283425.352,#FFE619,866.5464000000001,821.1312,-73.83000044276852,7.159072134143008
LLAN-80,YNC-FM_MUGROSA,5409.0,5263.8,-5036.9,1027184.866,1283431.863,#FED99A,1648.6632000000002,866.5464000000001,-73.8313968190798,7.159131756648416
LLAN-80,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5505.0,5359.6,-5132.7,1027183.178,1283431.801,#FED99A,1677.924,1648.6632000000002,-73.83141210115215,7.159131204202546
LLAN-80,YNC-FM_ESMERALDA-LA_PAZ,7275.0,7129.1,-6902.2,1027174.022,1283431.113,#FDCDA1,2217.42,1677.924,-73.83149499542351,7.159125027478264
LLAN-80,YNC-DISCORDANCIA_DEL_EOCENO,7910.0,7764.0,-7537.1,1027170.636,1283430.577,#FDA75F,2410.9680000000003,2217.42,-73.83152565209525,7.159120197241256
LLAN-80,YNC-FM_LID_SUP,7910.0,7764.0,-7537.1,1027170.636,1283430.577,#CCE968,2410.9680000000003,2410.9680000000003,-73.83152565209525,7.159120197241256
LLAN-81,YNC-FM_COLORADO,2846.0,2846.0,-2533.7,1025905.86,1282468.839,#FEE6AA,867.4608000000001,0.0,-73.84298034360008,7.150429937022275
LLAN-81,YNC-BASE_LA_CIRA_SHALE,2964.0,2964.0,-2651.7,1025905.86,1282468.839,#FFE619,903.4272,867.4608000000001,-73.84298034360008,7.150429937022275
LLAN-81,YNC-FM_MUGROSA,5608.0,5608.0,-5295.7,1025905.86,1282468.839,#FED99A,1709.3184,903.4272,-73.84298034360008,7.150429937022275
LLAN-81,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5671.0,5671.0,-5358.7,1025905.86,1282468.839,#FED99A,1728.5208,1709.3184,-73.84298034360008,7.150429937022275
LLAN-81,YNC-FM_ESMERALDA-LA_PAZ,7147.0,7147.0,-6834.7,1025905.86,1282468.839,#FDCDA1,2178.4056,1728.5208,-73.84298034360008,7.150429937022275
LLAN-81,YNC-DISCORDANCIA_DEL_EOCENO,7681.0,7681.0,-7368.7,1025905.86,1282468.839,#FDA75F,2341.1688,2178.4056,-73.84298034360008,7.150429937022275
LLAN-81,YNC-FM_LID_SUP,7681.0,7681.0,-7368.7,1025905.86,1282468.839,#CCE968,2341.1688,2341.1688,-73.84298034360008,7.150429937022275
LLAN-9,YNC-FM_COLORADO,2651.0,2651.0,-2314.7,1026532.411,1283092.891,#FEE6AA,808.0248,0.0,-73.83730521754754,7.156069822673925
LLAN-9,YNC-FM_MUGROSA,5318.8,5318.8,-4982.5,1026532.411,1283092.891,#FED99A,1621.17024,808.0248,-73.83730521754754,7.156069822673925
LLAN-9,YNC-FM_ESMERALDA-LA_PAZ,7273.0,7273.0,-6936.7,1026532.411,1283092.891,#FDCDA1,2216.8104000000003,1621.17024,-73.83730521754754,7.156069822673925
LLAN-9,YNC-DISCORDANCIA_DEL_EOCENO,7716.0,7716.0,-7379.7,1026532.411,1283092.891,#FDA75F,2351.8368,2216.8104000000003,-73.83730521754754,7.156069822673925
LLAN-9,YNC-FM_LID_SUP,7716.0,7716.0,-7379.7,1026532.411,1283092.891,#CCE968,2351.8368,2351.8368,-73.83730521754754,7.156069822673925
LLAN-96,YNC-FM_COLORADO,2735.0,2735.0,-2431.2,1026186.592,1282831.723,#FEE6AA,833.628,0.0,-73.84043717941105,7.153709909691687
LLAN-96,YNC-BASE_LA_CIRA_SHALE,2860.0,2860.0,-2556.2,1026186.592,1282831.723,#FFE619,871.7280000000001,833.628,-73.84043717941105,7.153709909691687
LLAN-96,YNC-FM_MUGROSA,5410.0,5410.0,-5106.2,1026186.592,1282831.723,#FED99A,1648.968,871.7280000000001,-73.84043717941105,7.153709909691687
LLAN-96,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,5460.0,5460.0,-5156.2,1026186.592,1282831.723,#FED99A,1664.208,1648.968,-73.84043717941105,7.153709909691687
LLAN-96,YNC-FM_ESMERALDA-LA_PAZ,7429.0,7429.0,-7125.2,1026186.592,1282831.723,#FDCDA1,2264.3592000000003,1664.208,-73.84043717941105,7.153709909691687
LLAN-96,YNC-DISCORDANCIA_DEL_EOCENO,7675.0,7675.0,-7371.2,1026186.592,1282831.723,#FDA75F,2339.34,2264.3592000000003,-73.84043717941105,7.153709909691687
LLAN-96,YNC-FM_UMIR,7675.0,7675.0,-7371.2,1026186.592,1282831.723,#F2FA8C,2339.34,2339.34,-73.84043717941105,7.153709909691687
LLAN-96,YNC-FM_LID_SUP,7705.0,7705.0,-7401.2,1026186.592,1282831.723,#CCE968,2348.484,2339.34,-73.84043717941105,7.153709909691687
PATURIA-1,YNC-GRUPO REAL,0.0,0.0,207.99959,1021207.33714854,1317915.99588681,#FFFF00,0.0,0.0,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-FM_COLORADO,2438.4,2438.4,-2230.4004,1021207.33714854,1317915.99588681,#FEE6AA,743.22432,0.0,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-FM_MUGROSA,3958.0,3958.0,-3750.0005,1021207.33714854,1317915.99588681,#FED99A,1206.3984,743.22432,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-DISCORDANCIA_DEL_EOCENO,5770.0,5770.0,-5562.0005,1021207.33714854,1317915.99588681,#FDA75F,1758.696,1206.3984,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-FM_LID_SUP,5770.0,5770.0,-5562.0005,1021207.33714854,1317915.99588681,#CCE968,1758.696,1758.696,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-FM_SH_MEDIO,6154.0,6154.0,-5946.0005,1021207.33714854,1317915.99588681,#CCE968,1875.7392,1758.696,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-FM_LID_INF,6589.0,6589.0,-6381.0005,1021207.33714854,1317915.99588681,#CCE968,2008.3272,1875.7392,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-MB_GALEMBO,6731.0,6731.0,-6523.0005,1021207.33714854,1317915.99588681,#E6F47F,2051.6088,2008.3272,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-MB_PUJAMANA,7123.0,7123.0,-6915.0005,1021207.33714854,1317915.99588681,#CCE968,2171.0904,2051.6088,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-MB_SALADA,7579.0,7579.0,-7371.0005,1021207.33714854,1317915.99588681,#BFE35D,2310.0792,2171.0904,-73.88537928895077,7.4709689440820135
PATURIA-1,YNC-FM_SIMITI,7955.0,7955.0,-7747.0005,1021207.33714854,1317915.99588681,#B3DE53,2424.684,2310.0792,-73.88537928895077,7.4709689440820135
YARI-117,YNC-GRUPO REAL,202.0,202.0,36.0,1017459.0,1306233.0,#FFFF00,61.5696,0.0,-73.91937510081611,7.365343057410471
YARI-117,YNC-FM_COLORADO,2360.0,2357.0,-2118.0,1017442.0,1306226.0,#FEE6AA,719.3280000000001,61.5696,-73.91952909830506,7.3652798165964715
YARI-117,YNC-BASE_LA_CIRA_SHALE,2489.0,2484.0,-2245.0,1017436.0,1306223.0,#FFE619,758.6472,719.3280000000001,-73.91958345204408,7.365252709266228
YARI-117,YNC-FM_MUGROSA,3923.0,3890.0,-3652.0,1017357.0,1306191.0,#FED99A,1195.7304,758.6472,-73.92029908510906,7.36496361171532
YARI-117,YNC-FM_ESMERALDA-LA_PAZ,6010.0,5972.0,-5733.0,1017328.0,1306177.0,#FDCDA1,1831.848,1195.7304,-73.9205617927927,7.36483711351157
YARI-117,YNC-DISCORDANCIA_DEL_EOCENO,7790.0,7751.0,-7513.0,1017322.0,1306178.0,#FDA75F,2374.3920000000003,1831.848,-73.92061613370021,7.364846174726815
YARI-117,YNC-FM_LID_SUP,7790.0,7751.0,-7513.0,1017322.0,1306178.0,#CCE968,2374.3920000000003,2374.3920000000003,-73.92061613370021,7.364846174726815
YARI-117,YNC-FM_SH_MEDIO,7933.0,7894.0,-7655.0,1017320.0,1306179.0,#CCE968,2417.9784,2374.3920000000003,-73.9206342452173,7.364855223242749
YARI-119,YNC-LA_CIRA_SHALE,2360.0,2360.0,-2121.0,1017461.0,1306237.0,#FFE619,719.3280000000001,0.0,-73.9193569732811,7.365379219682434
YARI-119,YNC-BASE_LA_CIRA_SHALE,2489.0,2489.0,-2250.0,1017461.0,1306235.0,#FFE619,758.6472,719.3280000000001,-73.91935697969109,7.365361135347036
YARI-119,YNC-FM_COLORADO,2774.0,2772.0,-2534.0,1017460.0,1306229.0,#FEE6AA,845.5152,758.6472,-73.91936605627774,7.365306885540261
YARI-119,YNC-FM_MUGROSA,4670.0,4591.0,-4353.0,1017427.0,1306072.0,#FED99A,1423.4160000000002,845.5152,-73.91966545120388,7.363887370622242
YARI-119,YNC-FM_ESMERALDA-LA_PAZ,6310.0,6200.0,-5961.0,1017408.0,1305983.0,#FDCDA1,1923.288,1423.4160000000002,-73.91983782474243,7.3630826782397465
YARI-119,YNC-DISCORDANCIA_DEL_EOCENO,8052.0,7941.0,-7702.0,1017402.0,1305978.0,#FDA75F,2454.2496,1923.288,-73.91989218457933,7.363037486525559
YARI-119,YNC-FM_LID_SUP,8053.0,7942.0,-7704.0,1017402.0,1305978.0,#CCE968,2454.5544,2454.2496,-73.91989218457933,7.363037486525559
YARI-119,YNC-FM_SH_MEDIO,8198.0,8087.0,-7848.0,1017401.0,1305978.0,#CCE968,2498.7504,2454.5544,-73.91990124189027,7.363037489713251
YARI-122,YNC-GRUPO REAL,202.0,202.0,36.5,1017509.529,1306309.746,#FFFF00,61.5696,0.0,-73.91891719493769,7.3660368456996475
YARI-122,YNC-FM_COLORADO,2215.0,2193.8,-1955.3,1017473.824,1306355.279,#FEE6AA,675.1320000000001,61.5696,-73.9192404423287,7.366448677156588
YARI-122,YNC-LA_CIRA_SHALE,2215.0,2193.8,-1955.3,1017473.824,1306355.279,#FFE619,675.1320000000001,675.1320000000001,-73.9192404423287,7.366448677156588
YARI-122,YNC-BASE_LA_CIRA_SHALE,2306.0,2279.9,-2041.4,1017468.039,1306362.191,#FFE619,702.8688000000001,675.1320000000001,-73.91929281710632,7.366511195139483
YARI-122,YNC-FM_MUGROSA,3881.0,3773.7,-3535.2,1017364.824,1306473.807,#FED99A,1182.9288,702.8688000000001,-73.92022731888954,7.367520775154769
YARI-122,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3944.0,3833.8,-3595.3,1017360.836,1306477.904,#FED99A,1202.1312,1182.9288,-73.92026342674973,7.367557833605946
YARI-122,YNC-FM_ESMERALDA-LA_PAZ,5626.0,5469.9,-5231.4,1017282.892,1306559.899,#FDCDA1,1714.8048,1202.1312,-73.92096913676676,7.368299493597408
YARI-122,YNC-DISCORDANCIA_DEL_EOCENO,5774.0,5617.6,-5379.1,1017280.848,1306561.987,#FDA75F,1759.9152,1714.8048,-73.92098764350398,7.368318380118098
YARI-122,YNC-FM_UMIR,5774.0,5617.6,-5379.1,1017280.848,1306561.987,#F2FA8C,1759.9152,1759.9152,-73.92098764350398,7.368318380118098
YARI-122,YNC-FM_LID_SUP,6135.0,5978.4,-5739.9,1017278.694,1306564.777,#CCE968,1869.948,1759.9152,-73.92100714433151,7.368343614587852
YARI-40,YNC-FM_COLORADO,2378.0,2378.0,-2150.0,1019412.274,1310814.562,#FEE6AA,724.8144000000001,0.0,-73.90166723595017,7.406763635029182
YARI-40,YNC-FM_MUGROSA,3560.0,3560.0,-3332.0,1019412.274,1310814.562,#FED99A,1085.088,724.8144000000001,-73.90166723595017,7.406763635029182
YARI-40,YNC-DISCORDANCIA_DEL_EOCENO,5680.0,5680.0,-5452.0,1019412.274,1310814.562,#FDA75F,1731.264,1085.088,-73.90166723595017,7.406763635029182
YARI-40,YNC-FM_LID_SUP,5680.0,5680.0,-5452.0,1019412.274,1310814.562,#CCE968,1731.264,1731.264,-73.90166723595017,7.406763635029182
YARI-66D,YNC-FM_COLORADO,2533.0,2533.0,-2281.0005,1016171.388759849,1304596.3821558347,#FEE6AA,772.0584,0.0,-73.93104231236205,7.350548438914563
YARI-66D,YNC-FM_MUGROSA,4207.0,4207.0,-3955.0005,1016171.388759849,1304596.3821558347,#FED99A,1282.2936,772.0584,-73.93104231236205,7.350548438914563
YARI-66D,YNC-FM_ESMERALDA-LA_PAZ,6131.0,6131.0,-5879.0005,1016171.388759849,1304596.3821558347,#FDCDA1,1868.7288,1282.2936,-73.93104231236205,7.350548438914563
YARI-66D,YNC-DISCORDANCIA_DEL_EOCENO,6672.0,6672.0,-6420.0005,1016171.388759849,1304596.3821558347,#FDA75F,2033.6256,1868.7288,-73.93104231236205,7.350548438914563
YARI-66D,YNC-FM_LID_SUP,6672.0,6672.0,-6420.0005,1016171.388759849,1304596.3821558347,#CCE968,2033.6256,2033.6256,-73.93104231236205,7.350548438914563
YARI-66D,YNC-FM_SH_MEDIO,7131.0,7131.0,-6879.0005,1016171.388759849,1304596.3821558347,#CCE968,2173.5288,2033.6256,-73.93104231236205,7.350548438914563
YARI-66D,YNC-FM_LID_INF,7635.0,7635.0,-7383.0005,1016171.388759849,1304596.3821558347,#CCE968,2327.148,2173.5288,-73.93104231236205,7.350548438914563
YARI-66D,YNC-MB_GALEMBO,7765.0,7765.0,-7513.0005,1016171.388759849,1304596.3821558347,#E6F47F,2366.772,2327.148,-73.93104231236205,7.350548438914563
YARI-66D,YNC-MB_PUJAMANA,8135.0,8135.0,-7883.0005,1016171.388759849,1304596.3821558347,#CCE968,2479.548,2366.772,-73.93104231236205,7.350548438914563
YARI-66D,YNC-MB_SALADA,8653.0,8653.0,-8401.001,1016171.388759849,1304596.3821558347,#BFE35D,2637.4344,2479.548,-73.93104231236205,7.350548438914563
YARI-66D,YNC-FM_SIMITI,9205.0,9205.0,-8953.001,1016171.388759849,1304596.3821558347,#B3DE53,2805.684,2637.4344,-73.93104231236205,7.350548438914563
YARI-97,YNC-GRUPO REAL,202.0,201.98782,38.472187,1016145.756,1303955.79,#FFFF00,61.5696,0.0,-73.93127636362313,7.34475616516884
YARI-97,YNC-FM_COLORADO,2142.0,2140.4,-1899.9,1016131.633,1303948.951,#FEE6AA,652.8816,61.5696,-73.93140429505327,7.344694367340394
YARI-97,YNC-BASE_LA_CIRA_SHALE,2240.0,2238.2,-1997.7,1016129.676,1303949.03,#FFE619,682.7520000000001,652.8816,-73.9314220192596,7.34469508744087
YARI-97,YNC-FM_MUGROSA,3913.0,3908.8,-3668.3,1016104.236,1303942.201,#FED99A,1192.6824,682.7520000000001,-73.9316524480462,7.34463341330496
YARI-97,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3970.0,3965.7,-3725.2,1016103.165,1303942.025,#FED99A,1210.056,1192.6824,-73.93166214855079,7.344631825032488
YARI-97,YNC-FM_ESMERALDA-LA_PAZ,5908.0,5901.6,-5661.1,1016078.554,1303932.879,#FDCDA1,1800.7584000000002,1210.056,-73.93188507588745,7.344549197602225
YARI-97,YNC-DISCORDANCIA_DEL_EOCENO,6299.0,6292.5,-6052.0,1016076.443,1303932.081,#FDA75F,1919.9352,1800.7584000000002,-73.93190419743853,7.344541988142949
YARI-97,YNC-FM_UMIR,6306.0,6299.5,-6059.0,1016076.4,1303932.065,#F2FA8C,1922.0688,1919.9352,-73.93190458693408,7.344541843594359
YARI-97,YNC-FM_LID_SUP,6483.0,6476.5,-6236.0,1016075.53,1303932.092,#CCE968,1976.0184,1922.0688,-73.93191246639347,7.344542090288794
CANT-18,YNC-BASE_LA_CIRA_SHALE,2166.0,2166.0,-1940.8,1016883.54,1305618.38,#FFE619,660.1968,0.0,-73.92458915240418,7.359787368912692
CANT-18,YNC-FM_LID_SUP,3383.0,3383.0,-3162.0,1014871.994,1304166.313,#CCE968,1031.1384,660.1968,-73.9428121861785,7.346663362780506
CANT-18,YNC-FM_MUGROSA,3717.0,3717.0,-3491.8,1016883.54,1305618.38,#FED99A,1132.9416,1031.1384,-73.92458915240418,7.359787368912692
CANT-18,YNC-BASE_HORIZONTE_FOSILIFERO_DE_MUGROSA,3806.0,3806.0,-3580.8,1016883.54,1305618.38,#FED99A,1160.0688,1132.9416,-73.92458915240418,7.359787368912692
CANT-18,YNC-FM_ESMERALDA-LA_PAZ,5853.0,5853.0,-5627.8,1016883.54,1305618.38,#FDCDA1,1783.9944,1160.0688,-73.92458915240418,7.359787368912692
CANT-18,YNC-DISCORDANCIA_DEL_EOCENO,7000.0,7000.0,-6774.8,1016883.54,1305618.38,#FDA75F,2133.6,1783.9944,-73.92458915240418,7.359787368912692
CANT-18,YNC-FM_LID_SUP,7000.0,7000.0,-6774.8,1016883.54,1305618.38,#CCE968,2133.6,2133.6,-73.92458915240418,7.359787368912692
